aac85a07-80a4-4431-a483-1f8fd2b5f9d4,CNY,JPY,18.173724,2022-03-05,2026-04-28 01:30:05.930045+09
9aabc20d-3ddb-40c3-9af8-60cd2475999c,JPY,USD,0.006918,2025-06-08,2026-04-28 00:54:24.101106+09
46d8584c-9b5c-4328-ba14-c63788ea3398,JPY,CNY,0.049701,2025-06-09,2026-04-28 00:54:24.102432+09
49ab9aa3-f0f5-4ecf-97a8-23c043b9a2da,JPY,USD,0.006914,2025-06-09,2026-04-28 00:54:24.102432+09
15deebfe-fc25-4fd7-9c56-ee292ab493da,JPY,CNY,0.049715,2025-06-10,2026-04-28 00:54:24.103592+09
30191549-36ed-41a8-84d5-45c99abc68ae,JPY,USD,0.006919,2025-06-10,2026-04-28 00:54:24.103592+09
f2f44076-e58b-441c-b8cd-e14dec666dfe,JPY,CNY,0.049662,2025-06-11,2026-04-28 00:54:24.104781+09
095288e4-00b6-41f7-80e4-a63425e81e59,JPY,USD,0.006906,2025-06-11,2026-04-28 00:54:24.104781+09
67aa686b-1f78-4d65-b03b-de06002fa09b,JPY,CNY,0.049704,2025-06-12,2026-04-28 00:54:24.105635+09
6f04871c-862c-4b31-b1fd-d5b0d7d3c268,JPY,USD,0.006916,2025-06-12,2026-04-28 00:54:24.105635+09
a0221132-cb11-46be-94fa-37f966a4ad5a,JPY,CNY,0.049963,2025-06-13,2026-04-28 00:54:24.106622+09
f334f816-9f33-43df-ae54-2a5bb30f2007,JPY,USD,0.006965,2025-06-13,2026-04-28 00:54:24.106622+09
2489b894-4f23-4ebb-a5e5-93ad97c358e7,JPY,CNY,0.049892,2025-06-14,2026-04-28 00:54:24.107402+09
62ebb4cc-73e8-451d-be5f-fe82bd263755,JPY,USD,0.006945,2025-06-14,2026-04-28 00:54:24.107402+09
425d3646-65fd-4e5d-80f9-06058ffa0613,JPY,CNY,0.049894,2025-06-15,2026-04-28 00:54:24.108358+09
ba0541d9-4900-45d6-8e6a-0ec06d951279,JPY,USD,0.006947,2025-06-15,2026-04-28 00:54:24.108358+09
999d9f2d-280a-4c9e-99ab-36283ea6d9c6,JPY,CNY,0.049752,2025-06-16,2026-04-28 00:54:24.109441+09
2a5d5d62-7ba1-40d8-90be-250d4dba07c8,JPY,USD,0.006926,2025-06-16,2026-04-28 00:54:24.109441+09
1239c091-a0f2-479c-8bca-146359038351,JPY,CNY,0.049725,2025-06-17,2026-04-28 00:54:24.110521+09
8543efa0-0f7e-48fe-9efe-577fe320cb06,JPY,USD,0.006921,2025-06-17,2026-04-28 00:54:24.110521+09
c84ff972-8c6c-4b10-91f5-c960d0ef6405,JPY,CNY,0.049566,2025-06-18,2026-04-28 00:54:24.111433+09
f53927fd-44f1-48d9-b273-652421256803,JPY,USD,0.006891,2025-06-18,2026-04-28 00:54:24.111433+09
e8d81bcf-da20-4d9e-b45f-681bd2aa6389,JPY,CNY,0.049608,2025-06-19,2026-04-28 00:54:24.112476+09
0dc68656-53a6-4f18-b629-e96059d4a3fd,JPY,USD,0.006899,2025-06-19,2026-04-28 00:54:24.112476+09
49fc3bbd-b6e5-4226-9339-1df35436a45f,JPY,CNY,0.049447,2025-06-20,2026-04-28 00:54:24.113579+09
4682bc5c-bca8-4c38-ba2a-95e71ebb2e9a,JPY,USD,0.006878,2025-06-20,2026-04-28 00:54:24.113579+09
ee58d1df-7f04-4232-b753-5af1c2e2e8b6,JPY,CNY,0.049273,2025-06-21,2026-04-28 00:54:24.114673+09
fb38f154-a398-40bc-9981-4aaf471ad993,JPY,USD,0.006857,2025-06-21,2026-04-28 00:54:24.114673+09
0045d1a8-7ea3-4a75-b2cf-1236fbabf9e0,JPY,CNY,0.049277,2025-06-22,2026-04-28 00:54:24.116039+09
77c95411-6cec-4f6f-90db-a6ccc299f63a,JPY,USD,0.006858,2025-06-22,2026-04-28 00:54:24.116039+09
094204ee-3d6f-4816-b0ff-66f12b2ed2a2,JPY,CNY,0.049221,2025-06-23,2026-04-28 00:54:24.117279+09
4dcb9c09-a2f8-4365-b45d-0923211b9280,JPY,USD,0.006848,2025-06-23,2026-04-28 00:54:24.117279+09
dc3fd6a4-ecb0-46cd-bd3d-cd4c1abfadcd,JPY,CNY,0.048937,2025-06-24,2026-04-28 00:54:24.118261+09
5ea2720d-ad11-41a2-b624-ac938db665ff,JPY,USD,0.006831,2025-06-24,2026-04-28 00:54:24.118261+09
96b83c85-5b97-4a8d-86f3-e8fb300d4319,JPY,CNY,0.049444,2025-06-25,2026-04-28 00:54:24.119385+09
7f010e42-9b2d-48ff-a6c2-f1cd7a8a81ac,JPY,USD,0.006903,2025-06-25,2026-04-28 00:54:24.119385+09
f59a1ac2-d4e4-4385-bc85-48166e60bcdd,JPY,CNY,0.049334,2025-06-26,2026-04-28 00:54:24.120447+09
2a39ccc8-40c2-442b-b461-1ab4f8d1e0a7,JPY,USD,0.006883,2025-06-26,2026-04-28 00:54:24.120447+09
478cad1d-bb5c-48dd-94a1-fa7aa2e5c53c,JPY,CNY,0.049593,2025-06-27,2026-04-28 00:54:24.121512+09
d193b3d4-610c-4bb5-9fe6-279f3a2fcaa2,JPY,USD,0.006923,2025-06-27,2026-04-28 00:54:24.121512+09
a98c9a9f-68b7-4c5d-a9d3-26061787d150,JPY,CNY,0.049531,2025-06-28,2026-04-28 00:54:24.122433+09
b5338fd7-5fb6-4d8a-97ce-1416bb3fa37b,JPY,USD,0.006913,2025-06-28,2026-04-28 00:54:24.122433+09
ee325756-c361-4fa3-80cf-36a4f9cdf44b,JPY,CNY,0.049544,2025-06-29,2026-04-28 00:54:24.123585+09
798e12aa-256a-44e8-9fd5-4da4ff8173e5,JPY,USD,0.006914,2025-06-29,2026-04-28 00:54:24.123585+09
1438f8e1-b1a3-4aaf-be29-898531576415,JPY,CNY,0.049595,2025-06-30,2026-04-28 00:54:24.124637+09
3e0c5e5f-97de-4d8c-a440-ba4a15391840,JPY,USD,0.006922,2025-06-30,2026-04-28 00:54:24.124637+09
00b57962-113b-4caf-9ea2-82034c629ce6,JPY,CNY,0.049659,2025-07-01,2026-04-28 00:54:24.12582+09
6b5039ab-319f-44bf-a77e-b5ed6e70207f,JPY,USD,0.006938,2025-07-01,2026-04-28 00:54:24.12582+09
58f39cec-f2d2-4566-86e8-95782008afd5,JPY,CNY,0.049923,2025-07-02,2026-04-28 00:54:24.126734+09
d8144d81-c655-4e1a-949c-807428214c96,JPY,USD,0.006970,2025-07-02,2026-04-28 00:54:24.126734+09
223da5e0-39b0-4027-9a83-a3f29d948b38,JPY,CNY,0.049836,2025-07-03,2026-04-28 00:54:24.127692+09
664c91e0-aa36-4d24-b852-bd73c6718c50,JPY,USD,0.006959,2025-07-03,2026-04-28 00:54:24.127692+09
fd7d03b6-557a-44d1-985f-99fef6ca69e3,JPY,CNY,0.049589,2025-07-04,2026-04-28 00:54:24.129284+09
46ce6179-ec1a-4537-8f27-6eff2cd6320a,JPY,USD,0.006915,2025-07-04,2026-04-28 00:54:24.129284+09
7e4e2074-45ab-4612-b13a-0ca0fca7e10d,JPY,CNY,0.049576,2025-07-05,2026-04-28 00:54:24.130728+09
082e6ab3-3118-4fde-9eb1-5d0f201ee054,JPY,USD,0.006920,2025-07-05,2026-04-28 00:54:24.130728+09
5eba5771-20df-4ac4-a8f1-a70e116b5c64,JPY,CNY,0.049596,2025-07-06,2026-04-28 00:54:24.132061+09
8429e610-242e-40ef-b8cb-385df724b988,JPY,USD,0.006920,2025-07-06,2026-04-28 00:54:24.132061+09
5184faef-a23c-4d54-8088-49b0f790156e,JPY,CNY,0.049605,2025-07-07,2026-04-28 00:54:24.133133+09
b219d7ef-b1bb-41ef-96cb-d07fdf31e138,JPY,USD,0.006921,2025-07-07,2026-04-28 00:54:24.133133+09
88de64a4-a713-441d-8274-eed003e94d7a,JPY,CNY,0.049255,2025-07-08,2026-04-28 00:54:24.13389+09
4bb4b7f2-287d-4f07-b992-65038fb62528,JPY,USD,0.006858,2025-07-08,2026-04-28 00:54:24.13389+09
6a10a06e-3b18-4cb3-945a-2839a3ec4dad,JPY,CNY,0.048940,2025-07-09,2026-04-28 00:54:24.134658+09
5564480d-15b7-4244-a8fc-6ff0a038f24a,JPY,USD,0.006821,2025-07-09,2026-04-28 00:54:24.134658+09
22c0a9f6-aa58-4b0d-922c-28db608b1b96,JPY,CNY,0.049043,2025-07-10,2026-04-28 00:54:24.135738+09
41039dcc-a7fd-4351-9b36-cf1258a42de2,JPY,USD,0.006831,2025-07-10,2026-04-28 00:54:24.135738+09
8c057c8b-da0c-4d70-bc33-ef1770cff4a4,JPY,CNY,0.049079,2025-07-11,2026-04-28 00:54:24.136798+09
ab912377-3c85-4a1e-87ec-c100427f6188,JPY,USD,0.006836,2025-07-11,2026-04-28 00:54:24.136798+09
b290d73d-c0af-47df-9b06-1287d3171a3a,JPY,CNY,0.048710,2025-07-12,2026-04-28 00:54:24.137891+09
5d6d08c5-a07f-443b-84a8-fbd4ab688327,JPY,USD,0.006794,2025-07-12,2026-04-28 00:54:24.137891+09
60e6583e-087f-45e9-8004-08e4a74e5d3d,JPY,CNY,0.048729,2025-07-13,2026-04-28 00:54:24.139123+09
9ef747dc-a469-410c-ab8c-45ebf1c29bc6,JPY,USD,0.006797,2025-07-13,2026-04-28 00:54:24.139123+09
cd5d4f7d-2615-4cfe-9c04-bb94e38deba6,JPY,CNY,0.048705,2025-07-14,2026-04-28 00:54:24.140081+09
073ee231-0934-4050-8e14-438a19c81d31,JPY,USD,0.006792,2025-07-14,2026-04-28 00:54:24.140081+09
22bbc0ee-9afa-4426-9fa7-92d28279615e,JPY,CNY,0.048608,2025-07-15,2026-04-28 00:54:24.141025+09
676aa1d8-e9cf-46cb-aafc-0f0cc743e3b4,JPY,USD,0.006775,2025-07-15,2026-04-28 00:54:24.141025+09
30ac8985-77df-4f86-96af-125126b95932,JPY,CNY,0.048442,2025-07-16,2026-04-28 00:54:24.141818+09
0744c1c3-0927-492e-a3f5-9ed0098310fe,JPY,USD,0.006733,2025-07-16,2026-04-28 00:54:24.141818+09
ae006dd1-eba4-43e8-a7d3-db7b0a564e15,JPY,CNY,0.048410,2025-07-17,2026-04-28 00:54:24.142994+09
0a20fb80-7183-4251-a634-20541cc18841,JPY,USD,0.006746,2025-07-17,2026-04-28 00:54:24.142994+09
fc05d692-e673-4704-92c0-bc5c317a76f2,JPY,CNY,0.048355,2025-07-18,2026-04-28 00:54:24.1445+09
39526195-2ca8-4e44-9549-614e7f54f508,JPY,USD,0.006731,2025-07-18,2026-04-28 00:54:24.1445+09
96d07a0a-38de-4b13-82a2-83ddb812ff87,JPY,CNY,0.048321,2025-07-19,2026-04-28 00:54:24.145694+09
448a129e-7699-41de-9d48-861023479835,JPY,USD,0.006725,2025-07-19,2026-04-28 00:54:24.145694+09
ed982225-08df-4ceb-90e0-0e98542621c4,JPY,CNY,0.048286,2025-07-20,2026-04-28 00:54:24.146825+09
392443e3-48ae-4669-a55f-25da7913612c,JPY,USD,0.006725,2025-07-20,2026-04-28 00:54:24.146825+09
d2d936b3-0206-481b-8163-e8eba0d8e582,JPY,CNY,0.048271,2025-07-21,2026-04-28 00:54:24.147641+09
7b0b8685-d831-49ce-b001-ebb4ccfebad8,JPY,USD,0.006730,2025-07-21,2026-04-28 00:54:24.147641+09
cfbd63a9-aa22-4bbd-bd07-eea61b733e1a,JPY,CNY,0.048642,2025-07-22,2026-04-28 00:54:24.148668+09
7da192e9-cb5a-4167-863c-22f2b73bb015,JPY,USD,0.006774,2025-07-22,2026-04-28 00:54:24.148668+09
17b14c66-e7c7-4eb2-845b-970c3b1c1bc3,JPY,CNY,0.048805,2025-07-23,2026-04-28 00:54:24.149897+09
609c5475-ff9a-4d7c-bb35-575a227b4e25,JPY,USD,0.006813,2025-07-23,2026-04-28 00:54:24.149897+09
82beba68-9898-4c15-93e9-dadfa1fe315b,JPY,CNY,0.048853,2025-07-24,2026-04-28 00:54:24.151177+09
1045bfed-f75c-4aeb-82f3-078462da5c70,JPY,USD,0.006830,2025-07-24,2026-04-28 00:54:24.151177+09
9b050904-0211-4170-8af3-fd74f902c7d3,JPY,CNY,0.048771,2025-07-25,2026-04-28 00:54:24.152433+09
435dcf3d-69b5-4e74-93be-9fbc804742d8,JPY,USD,0.006813,2025-07-25,2026-04-28 00:54:24.152433+09
0883fd98-ff55-45c0-be32-34b33a706821,JPY,CNY,0.048565,2025-07-26,2026-04-28 00:54:24.153683+09
e13fadf9-1381-4e4d-b786-4465d131a486,JPY,USD,0.006775,2025-07-26,2026-04-28 00:54:24.153683+09
9a4cfe1c-5040-4bae-a2c7-b6914f26a24b,JPY,CNY,0.048559,2025-07-27,2026-04-28 00:54:24.154774+09
2e664c58-a48e-45dd-aa10-4e1480ca85df,JPY,USD,0.006776,2025-07-27,2026-04-28 00:54:24.154774+09
7ffc6c28-8846-42a9-8762-9b5362862ebf,JPY,CNY,0.048555,2025-07-28,2026-04-28 00:54:24.155561+09
75517257-826e-4bd8-9211-4937c93e192b,JPY,USD,0.006769,2025-07-28,2026-04-28 00:54:24.155561+09
28827b18-c984-490b-a74d-a4cb09811985,JPY,CNY,0.048386,2025-07-29,2026-04-28 00:54:24.15673+09
5c06d1c5-07b6-4df2-94f1-a6f1bd7c8690,JPY,USD,0.006740,2025-07-29,2026-04-28 00:54:24.15673+09
274fb7cb-c49a-4d7d-b295-46866150d653,JPY,CNY,0.048339,2025-07-30,2026-04-28 00:54:24.158133+09
621d6a96-82c5-429d-a2b3-5338121e3d54,JPY,USD,0.006733,2025-07-30,2026-04-28 00:54:24.158133+09
4885d51b-a70f-4c1a-af0e-f4b0eed5121e,JPY,CNY,0.048341,2025-07-31,2026-04-28 00:54:24.159696+09
45e6b8ff-ce33-4eaf-ab72-80f17c53555f,JPY,USD,0.006711,2025-07-31,2026-04-28 00:54:24.159696+09
49f1ed99-2e88-4eb6-851e-0fc965a7adff,JPY,CNY,0.047946,2025-08-01,2026-04-28 00:54:24.160945+09
a7f66c04-3d7f-4f5f-b2be-3013513165cb,JPY,USD,0.006650,2025-08-01,2026-04-28 00:54:24.160945+09
2ae65849-8a45-4b09-b29b-bd9ae61d1b3f,JPY,CNY,0.048540,2025-08-02,2026-04-28 00:54:24.161725+09
4ee16aea-48ef-46bc-9728-1a9022127fd5,JPY,USD,0.006749,2025-08-02,2026-04-28 00:54:24.161725+09
75e83449-e853-43a7-b8f1-cd86ed8f0110,JPY,CNY,0.048509,2025-08-03,2026-04-28 00:54:24.162721+09
0cc5689a-65bc-4e7d-ae97-4faa865781af,JPY,USD,0.006741,2025-08-03,2026-04-28 00:54:24.162721+09
288c05c5-ed21-4b7e-bca6-2c2d20adc229,JPY,CNY,0.048665,2025-08-04,2026-04-28 00:54:24.163993+09
0b40fabb-bcd8-4432-80a6-d4c90c809e89,JPY,USD,0.006773,2025-08-04,2026-04-28 00:54:24.163993+09
d4bb6f73-eedb-42f8-8051-0e40235b2d23,JPY,CNY,0.048733,2025-08-05,2026-04-28 00:54:24.165217+09
53cf6aff-0a84-43cb-a358-b15274b0f27e,JPY,USD,0.006796,2025-08-05,2026-04-28 00:54:24.165217+09
348f7e45-de18-4651-9855-ef7f65ad335f,JPY,CNY,0.048706,2025-08-06,2026-04-28 00:54:24.166409+09
c096766c-1461-43ee-aea4-14bb4c7f3ef3,JPY,USD,0.006777,2025-08-06,2026-04-28 00:54:24.166409+09
4b5e4219-e499-4159-9ec0-4a6100890c3e,JPY,CNY,0.048752,2025-08-07,2026-04-28 00:54:24.167678+09
ac8de9df-41e6-49fd-8352-975f77c4303d,JPY,USD,0.006788,2025-08-07,2026-04-28 00:54:24.167678+09
2f231d67-2d38-48e4-b83e-bab6ac215c05,JPY,CNY,0.048783,2025-08-08,2026-04-28 00:54:24.169094+09
b8af93ba-fa37-4589-9f92-2e5d1d72482f,JPY,USD,0.006794,2025-08-08,2026-04-28 00:54:24.169094+09
ef237b63-7aad-4bd5-bab0-2ab0a11d797b,JPY,CNY,0.048653,2025-08-09,2026-04-28 00:54:24.170168+09
9ae12989-5022-4243-ade1-50779ecc8677,JPY,USD,0.006771,2025-08-09,2026-04-28 00:54:24.170168+09
0e2e0e39-8f63-48c2-bfba-62992cb984e2,JPY,CNY,0.048657,2025-08-10,2026-04-28 00:54:24.171319+09
02f04258-3df9-41a3-97ed-ad6685225b6d,JPY,USD,0.006772,2025-08-10,2026-04-28 00:54:24.171319+09
360b20b8-5e4a-438c-924b-3f7bbd1f80ef,JPY,CNY,0.048642,2025-08-11,2026-04-28 00:54:24.172409+09
208ad1d2-859a-4570-b869-428bb93d1b03,JPY,USD,0.006771,2025-08-11,2026-04-28 00:54:24.172409+09
29e9fdba-3418-4964-b6c2-135897e54b61,JPY,CNY,0.048612,2025-08-12,2026-04-28 00:54:24.173684+09
107e6b0a-71e5-489b-8c97-572c6c0d1a9f,JPY,USD,0.006755,2025-08-12,2026-04-28 00:54:24.173684+09
8f41a59b-a411-4819-abba-828e2e062bc2,JPY,CNY,0.048566,2025-08-13,2026-04-28 00:54:24.174896+09
7e1faf09-cc5e-4e40-971b-ffa0be826032,JPY,USD,0.006757,2025-08-13,2026-04-28 00:54:24.174896+09
8246e03c-6851-4332-91a0-4064cb23eec3,JPY,CNY,0.048706,2025-08-14,2026-04-28 00:54:24.176134+09
79ab584d-7e69-45cd-b46f-fcb1a57b14d4,JPY,USD,0.006787,2025-08-14,2026-04-28 00:54:24.176134+09
08d584d8-3e5d-47c8-b84f-3cb39cd2c096,JPY,CNY,0.048755,2025-08-15,2026-04-28 00:54:24.177301+09
40fcfdd4-7c61-4cc9-bd3e-d25ce558d2c5,JPY,USD,0.006785,2025-08-15,2026-04-28 00:54:24.177301+09
4a866543-eb98-4283-8428-2775b76e2e7e,JPY,CNY,0.048853,2025-08-16,2026-04-28 00:54:24.17815+09
fd6c3e33-3b80-40da-87aa-f27d73dfdbad,JPY,USD,0.006798,2025-08-16,2026-04-28 00:54:24.17815+09
aa83e26d-ea05-452f-ab8b-eb05fe6839f5,JPY,CNY,0.048858,2025-08-17,2026-04-28 00:54:24.1793+09
09ccce83-2f35-487a-af4a-9c0e845d3633,JPY,USD,0.006799,2025-08-17,2026-04-28 00:54:24.1793+09
88ef3d18-1d9a-462c-95a7-3565ac5612f3,JPY,CNY,0.048835,2025-08-18,2026-04-28 00:54:24.18079+09
c40ded84-7165-4a42-ab04-ed754f37d197,JPY,USD,0.006793,2025-08-18,2026-04-28 00:54:24.18079+09
446b9e8b-95a0-4a8f-aa01-11ade8912b2d,JPY,CNY,0.048643,2025-08-19,2026-04-28 00:54:24.181901+09
bd16dc88-81bf-4b1d-a8e8-55fbb397af81,JPY,USD,0.006768,2025-08-19,2026-04-28 00:54:24.181901+09
0bc90dc9-d01e-416d-b79a-fa839fad6352,JPY,CNY,0.048643,2025-08-20,2026-04-28 00:54:24.183152+09
96b184d1-6e32-4051-b89f-2fa931eb9230,JPY,USD,0.006771,2025-08-20,2026-04-28 00:54:24.183152+09
c27ce0f9-3027-420f-a02f-3221448e960a,JPY,CNY,0.048716,2025-08-21,2026-04-28 00:54:24.184214+09
3841479f-7801-48cf-9209-3c2d6d64c591,JPY,USD,0.006787,2025-08-21,2026-04-28 00:54:24.184214+09
6be7f652-439e-4fa5-a145-7399df834521,JPY,CNY,0.048517,2025-08-22,2026-04-28 00:54:24.185358+09
10cd627b-4ce6-4fd0-90dc-ea0c5320e65f,JPY,USD,0.006752,2025-08-22,2026-04-28 00:54:24.185358+09
37642b33-c734-4fe4-b2d4-2e26079a6cf7,JPY,CNY,0.048609,2025-08-23,2026-04-28 00:54:24.186648+09
0516c12f-0c61-4d1e-829c-a0cd58a4d8e7,JPY,USD,0.006794,2025-08-23,2026-04-28 00:54:24.186648+09
b3208cd2-acae-4ece-ab5c-9043afe936c9,JPY,CNY,0.048567,2025-08-24,2026-04-28 00:54:24.187525+09
fabac176-d0b8-4902-aa24-563c0c2e637d,JPY,USD,0.006790,2025-08-24,2026-04-28 00:54:24.187525+09
ff2ef7d7-e10b-43d8-9d80-7d76a9859edc,JPY,CNY,0.048638,2025-08-25,2026-04-28 00:54:24.188417+09
ee5af63d-63f0-4197-b6e3-3952ba30831e,JPY,USD,0.006797,2025-08-25,2026-04-28 00:54:24.188417+09
1eb3c95f-8879-4adc-a2c2-3e16783494f0,JPY,CNY,0.048533,2025-08-26,2026-04-28 00:54:24.189105+09
3eedcc59-ad64-41c4-824e-4caa6503f46f,JPY,USD,0.006774,2025-08-26,2026-04-28 00:54:24.189105+09
201fd4c2-5cb5-4dc5-8e8d-fe6a2a68ce57,JPY,CNY,0.048555,2025-08-27,2026-04-28 00:54:24.190352+09
7d75bc53-627c-4840-92ca-77a62429ea88,JPY,USD,0.006784,2025-08-27,2026-04-28 00:54:24.190352+09
d2b90a0a-1b74-4f08-8995-64aac9a1c383,JPY,CNY,0.048476,2025-08-28,2026-04-28 00:54:24.191837+09
948f7e52-e416-4065-8d67-216e20fa5439,JPY,USD,0.006777,2025-08-28,2026-04-28 00:54:24.191837+09
475cf770-1c13-4d37-bbab-b6f5936085a2,JPY,CNY,0.048491,2025-08-29,2026-04-28 00:54:24.19297+09
df7ec4b4-510a-47eb-8358-87e64053dc1e,JPY,USD,0.006803,2025-08-29,2026-04-28 00:54:24.19297+09
cd0053a9-e3c9-4f21-ad51-85a01c075b5c,JPY,CNY,0.048481,2025-08-30,2026-04-28 00:54:24.194159+09
a1691a2a-be00-4fcd-ab60-61af009f02b2,JPY,USD,0.006801,2025-08-30,2026-04-28 00:54:24.194159+09
ad5b55f2-4dc2-4fbc-8ae2-af36254c959d,JPY,CNY,0.048492,2025-08-31,2026-04-28 00:54:24.195121+09
bbb8514e-0b29-40a8-8131-4938590bfdba,JPY,USD,0.006803,2025-08-31,2026-04-28 00:54:24.195121+09
3e796544-49c8-444c-8755-47ea5a02c551,JPY,CNY,0.048491,2025-09-01,2026-04-28 00:54:24.1963+09
333d8339-3923-459c-9204-bb48fee87c46,JPY,USD,0.006797,2025-09-01,2026-04-28 00:54:24.1963+09
6269cd7e-2824-4ae2-82a1-731f2ab1b6c4,JPY,CNY,0.048497,2025-09-02,2026-04-28 00:54:24.19752+09
20f1185f-35ce-4e2d-b5f3-163ef2edfc70,JPY,USD,0.006796,2025-09-02,2026-04-28 00:54:24.19752+09
22af1e95-b32d-4dde-af83-51af036be21e,JPY,CNY,0.048161,2025-09-03,2026-04-28 00:54:24.198645+09
3dc6a016-05e4-4891-959e-fb7d1c09960a,JPY,USD,0.006741,2025-09-03,2026-04-28 00:54:24.198645+09
8c1f30ea-840e-4c1a-9dd7-a4f7a2095b51,JPY,CNY,0.048171,2025-09-04,2026-04-28 00:54:24.199773+09
cdc96e8b-db71-405a-8b54-7ecd57600ed2,JPY,USD,0.006747,2025-09-04,2026-04-28 00:54:24.199773+09
274b727d-6805-4c95-8bb7-5ea585aaed59,JPY,CNY,0.048121,2025-09-05,2026-04-28 00:54:24.200979+09
838c90f6-6842-4429-8407-d6443e270dfd,JPY,USD,0.006737,2025-09-05,2026-04-28 00:54:24.200979+09
e3c96613-ddd5-4845-b733-9e504be3fdcd,JPY,CNY,0.048305,2025-09-06,2026-04-28 00:54:24.201995+09
9026b5a7-2249-4303-a21a-f3ac4b457fb7,JPY,USD,0.006777,2025-09-06,2026-04-28 00:54:24.201995+09
b448c5b2-5d08-4c55-897f-5264e54722ed,JPY,CNY,0.048285,2025-09-07,2026-04-28 00:54:24.203051+09
a92c1b4a-d87e-4dbc-8a93-71881da88b59,JPY,USD,0.006773,2025-09-07,2026-04-28 00:54:24.203051+09
00eaad07-9631-4922-9ba7-b19021946d8b,JPY,CNY,0.048137,2025-09-08,2026-04-28 00:54:24.203879+09
6e82a38e-2b1a-456c-aa08-f613f8f9aa82,JPY,USD,0.006747,2025-09-08,2026-04-28 00:54:24.203879+09
6bff59ab-1161-4236-95cf-099d19f5abc8,JPY,CNY,0.048278,2025-09-09,2026-04-28 00:54:24.205328+09
af49d633-4394-4530-81e8-ab8d720194d2,JPY,USD,0.006776,2025-09-09,2026-04-28 00:54:24.205328+09
939b9ac1-0cf4-4961-b8a7-b43ff3db5df5,JPY,CNY,0.048452,2025-09-10,2026-04-28 00:54:24.206735+09
0964291a-458c-49cf-b718-ea342793f199,JPY,USD,0.006793,2025-09-10,2026-04-28 00:54:24.206735+09
3ce6db42-64ae-4512-8e52-802b4457dc1c,JPY,CNY,0.048318,2025-09-11,2026-04-28 00:54:24.207918+09
9fe03d1a-4975-43bd-acd0-530504ec9c87,JPY,USD,0.006786,2025-09-11,2026-04-28 00:54:24.207918+09
e92b7ce2-2621-4d64-8dae-1ceb4195e213,JPY,CNY,0.048289,2025-09-12,2026-04-28 00:54:24.208999+09
ab57d3e0-9ffa-4032-a6ea-32e36e503152,JPY,USD,0.006786,2025-09-12,2026-04-28 00:54:24.208999+09
043193cc-7a76-4572-b84e-51e312ca25f4,JPY,CNY,0.048262,2025-09-13,2026-04-28 00:54:24.209806+09
2935b801-1971-4291-abef-bc8c245aa993,JPY,USD,0.006773,2025-09-13,2026-04-28 00:54:24.209806+09
c42de39c-7918-438c-9e17-c59f65437b8a,JPY,CNY,0.048263,2025-09-14,2026-04-28 00:54:24.210926+09
e693f781-8dbe-4620-8b6c-c42884a2e871,JPY,USD,0.006773,2025-09-14,2026-04-28 00:54:24.210926+09
ab208403-e950-45fa-98c2-9cce4ebca93c,JPY,CNY,0.048237,2025-09-15,2026-04-28 00:54:24.211917+09
0376ea43-5fb2-43cb-97cd-2b1c112dd37c,JPY,USD,0.006770,2025-09-15,2026-04-28 00:54:24.211917+09
aca177f3-2a02-4e69-9f09-bf9752642df4,JPY,CNY,0.048309,2025-09-16,2026-04-28 00:54:24.213004+09
c0a0e229-a8cd-417d-9314-524e66b1f2cf,JPY,USD,0.006785,2025-09-16,2026-04-28 00:54:24.213004+09
3c44d171-f980-4619-8409-74469e3731bc,JPY,CNY,0.048457,2025-09-17,2026-04-28 00:54:24.213955+09
4a1cf88b-9f2f-4c27-81f8-e51477ff2cc0,JPY,USD,0.006819,2025-09-17,2026-04-28 00:54:24.213955+09
45c2b1a7-75dd-465d-8e3c-9358c3070292,JPY,CNY,0.048471,2025-09-18,2026-04-28 00:54:24.214943+09
cb588f8d-53b1-435e-a263-9f7a1e0e1c19,JPY,USD,0.006820,2025-09-18,2026-04-28 00:54:24.214943+09
f5c14d9c-0e74-4553-8626-8c9e8906728f,JPY,CNY,0.048218,2025-09-19,2026-04-28 00:54:24.215924+09
d25b5029-dbb7-44cd-be31-a0651a1cfcd2,JPY,USD,0.006776,2025-09-19,2026-04-28 00:54:24.215924+09
d59b94c9-ce04-474c-a691-59a3a75eb393,JPY,CNY,0.048107,2025-09-20,2026-04-28 00:54:24.217134+09
6e519080-9cd8-4e40-a960-46e554a8d39e,JPY,USD,0.006759,2025-09-20,2026-04-28 00:54:24.217134+09
e7bbfc4a-6073-4317-951b-cd9179533446,JPY,CNY,0.048108,2025-09-21,2026-04-28 00:54:24.21822+09
cc7d52ec-8ec1-431c-84b2-5983eedd77d3,JPY,USD,0.006759,2025-09-21,2026-04-28 00:54:24.21822+09
9ac9a9cf-8e1f-4b9b-8440-fd30241d6b06,JPY,CNY,0.048070,2025-09-22,2026-04-28 00:54:24.219467+09
2170f94c-4c69-4551-bebd-5b933903fd14,JPY,USD,0.006757,2025-09-22,2026-04-28 00:54:24.219467+09
47cc80a7-1fda-4293-bc70-41a7b803b7cb,JPY,CNY,0.048141,2025-09-23,2026-04-28 00:54:24.221018+09
0e8a51d0-1c22-45f8-92c8-f3115e1ae34a,JPY,USD,0.006767,2025-09-23,2026-04-28 00:54:24.221018+09
